(0) Datum;(1) Zeit;(2) Qb-Durchflussrate [m3/h];(3) vavg-Gasgeschwindigkeit Mittelwert [m/s];(4) cavg-Schallgeschwindigkeit Mittelwert [m/s];(5) Vb1-Betriebsvolumen Fr1 [m3];(6) Vb2-Betriebsvolumen Fr2 [m3];(7) VbS1-Betriebs-Störvolumen Fr1 [m3];(8) VbS2-Betriebs-Störvolumen Fr2 [m3];(9) pm-Druck [bar];(10) tm-Temperatur [°C];(11) Reynoldszahl;(12) Asymmetrie;(13) Querfluss;(14) Drall [m/s];(15) Pfad 1/FR1/Laufzeit[ns];(16) Pfad 1/FR2/Laufzeit[ns];(17) Pfad 1/Gasgeschwindigkeit[m/s];(18) Pfad 1/Schallgeschwindigkeit;(19) Pfad 1/Fehler [%];(20) Pfad 1/FR1/Verstörkung[dB];(21) Pfad 1/FR2/Verstörkung[dB];(22) Pfad 1/FR1/Signal-Rausch-Verhältnis;(23) Pfad 1/FR2/Signal-Rausch-Verhältnis;(24) Pfad 1/FR1/RMS[dB];(25) Pfad 1/FR2/RMS[dB];(26) Pfad 2/FR1/Laufzeit[ns];(27) Pfad 2/FR2/Laufzeit[ns];(28) Pfad 2/Gasgeschwindigkeit[m/s];(29) Pfad 2/Schallgeschwindigkeit;(30) Pfad 2/Fehler [%];(31) Pfad 2/FR1/Verstärkung[dB];(32) Pfad 2/FR2/Verstärkung[dB];(33) Pfad 2/FR1/Signal-Rausch-Verhältnis;(34) Pfad 2/FR2/Signal-Rausch-Verhältnis;(35) Pfad 2/FR1/RMS[dB];(36) Pfad 2/FR2/RMS[dB];(37) Pfad 3/FR1/Laufzeit[ns];(38) Pfad 3/FR2/Laufzeit[ns];(39) Pfad 3/Gasgeschwindigkeit[m/s];(40) Pfad 3/Schallgeschwindigkeit;(41) Pfad 3/Fehler [%];(42) Pfad 3/FR1/Verstärkung[dB];(43) Pfad 3/FR2/Verstärkung[dB];(44) Pfad 3/FR1/Signal-Rausch-Verhältnis;(45) Pfad 3/FR2/Signal-Rausch-Verhältnis;(46) Pfad 3/FR1/RMS[dB];(47) Pfad 3/FR2/RMS[dB];(48) Pfad 4/FR1/Laufzeit[ns];(49) Pfad 4/FR2/Laufzeit[ns];(50) Pfad 4/Gasgeschwindigkeit[m/s];(51) Pfad 4/Schallgeschwindigkeit;(52) Pfad 4/Fehler [%];(53) Pfad 4/FR1/Verstärkung[dB];(54) Pfad 4/FR2/Verstärkung[dB];(55) Pfad 4/FR1/Signal-Rausch-Verhältnis;(56) Pfad 4/FR2/Signal-Rausch-Verhältnis;(57) Pfad 4/FR1/RMS[dB];(58) Pfad 4/FR2/RMS[dB];(59) Pfad 5/FR1/Laufzeit[ns];(60) Pfad 5/FR2/Laufzeit[ns];(61) Pfad 5/Gasgeschwindigkeit[m/s];(62) Pfad 5/Schallgeschwindigkeit;(63) Pfad 5/Fehler [%];(64) Pfad 5/FR1/Verstärkung[dB];(65) Pfad 5/FR2/Verstärkung[dB];(66) Pfad 5/FR1/Signal-Rausch-Verhältnis;(67) Pfad 5/FR2/Signal-Rausch-Verhältnis;(68) Pfad 5/FR1/RMS[dB];(69) Pfad 5/FR2/RMS[dB];(70) Pfad 6/FR1/Laufzeit[ns];(71) Pfad 6/FR2/Laufzeit[ns];(72) Pfad 6/Gasgeschwindigkeit[m/s];(73) Pfad 6/Schallgeschwindigkeit;(74) Pfad 6/Fehler [%];(75) Pfad 6/FR1/Verstärkung[dB];(76) Pfad 6/FR2/Verstärkung[dB];(77) Pfad 6/FR1/Signal-Rausch-Verhältnis;(78) Pfad 6/FR2/Signal-Rausch-Verhältnis;(79) Pfad 6/FR1/RMS[dB];(80) Pfad 6/FR2/RMS[dB];(81) Pulsrate Pulsausgang 1 [Hz];(82) Pulsrate Pulsausgang 2 [Hz];(83) Vo1-Original Volumen Fr1 [m3];(84) Vo2-Original Volumen Fr2 [m3]
15.10.2024;10:53:02;39,39;0,3384;407,91;2168,05;0;0;36,07;46,2955;19,91;197313;1,6566;-1,2464;-0,0927;476894;477292;0,359;407,9;0;5,0781;5,8594;89;88;57;58;588048;588567;0,371;407,94;0;5,8594;6,6406;87;87;58;57;477147;477473;0,3;407,93;0;5,0781;5,0781;82;82;59;59;476559;476939;0,316;407,88;0;5,0781;5,8594;83;83;58;58;588365;588820;0,363;407,91;0;7,4219;6,6406;86;86;59;61;477214;477595;0,364;407,93;0;5,8594;5,8594;87;88;59;58;15,755;15,755;2168,05;36,07
15.10.2024;10:53:03;39,18;0,3366;407,91;2168,06;0;0;36,07;46,3073;19,91;196421;-1,7884;-0,1936;-0,0953;476886;477298;0,354;407,9;0;5,0781;5,8594;89;88;58;58;588042;588568;0,372;407,94;0;5,8594;6,6406;87;87;58;59;477147;477474;0,305;407,93;0;5,0781;5,0781;82;82;59;59;476559;476932;0,305;407,89;0;5,0781;5,8594;83;83;56;56;588367;588809;0,362;407,92;0;7,4219;6,6406;86;86;58;58;477212;477594;0,366;407,93;0;5,8594;5,8594;87;88;56;61;15,7;15,7;2168,06;36,07
15.10.2024;10:53:04;39,23;0,337;407,91;2168,07;0;0;36,07;46,319;19,91;196438;1,6541;0,1936;-0,11;476881;477294;0,366;407,9;0;5,0781;5,8594;89;88;59;59;588041;588561;0,372;407,94;0;5,8594;6,6406;87;87;56;59;477145;477471;0,297;407,93;0;5,0781;5,0781;82;82;61;62;476550;476935;0,31;407,89;0;5,0781;5,8594;83;83;56;57;588362;588808;0,355;407,92;0;7,4219;6,6406;86;86;60;57;477212;477596;0,368;407,93;0;5,8594;5,8594;88;88;62;60;15,685;15,685;2168,07;36,07
15.10.2024;10:53:05;39,51;0,3394;407,92;2168,08;0;0;36,07;46,3308;19,91;197780;-1,6035;-2,1822;-0,1031;476888;477294;0,359;407,9;0;5,0781;5,8594;89;88;60;58;588046;588559;0,367;407,94;0;5,8594;6,6406;87;87;61;61;477141;477472;0,305;407,94;0;5,0781;5,0781;82;82;58;57;476553;476938;0,316;407,89;0;5,0781;5,8594;83;83;58;56;588366;588805;0,357;407,92;0;7,4219;6,6406;86;86;64;59;477206;477597;0,381;407,93;0;5,8594;5,8594;87;88;56;56;15,765;15,76;2168,08;36,07
15.10.2024;10:53:06;39,38;0,3382;407,91;2168,1;0;0;36,07;46,3347;19,91;197501;-0,8811;-2,2879;-0,0987;476891;477302;0,358;407,89;0;5,0781;5,8594;89;88;59;61;588045;588564;0,363;407,94;0;5,8594;6,6406;87;87;58;60;477142;477468;0,304;407,94;0;5,0781;5,0781;82;82;57;61;476556;476942;0,317;407,88;0;5,0781;5,8594;83;83;57;59;588367;588807;0,355;407,92;0;7,4219;6,6406;86;86;57;55;477203;477596;0,377;407,93;0;5,8594;5,8594;87;88;57;59;15,765;15,77;2168,1;36,07
15.10.2024;10:53:07;39,43;0,3387;407,91;2168,11;0;0;36,07;46,323;19,91;197625;1,0417;-0,0962;-0,1031;476889;477307;0,366;407,89;0;5,0781;5,8594;89;88;58;58;588047;588570;0,37;407,94;0;5,8594;6,6406;87;87;60;58;477142;477470;0,303;407,94;0;5,0781;5,0781;82;82;59;56;476562;476943;0,313;407,88;0;5,0781;5,8594;83;83;57;58;588368;588814;0,358;407,91;0;7,4219;6,6406;86;86;59;58;477216;477581;0,369;407,93;0;5,8594;5,8594;87;88;58;57;15,76;15,76;2168,11;36,07
15.10.2024;10:53:08;39,29;0,3375;407,91;2168,12;0;0;36,07;46,3033;19,91;196837;6,4417;0,2896;-0,0918;476884;477309;0,37;407,89;0;5,0781;5,8594;89;88;58;60;588044;588564;0,373;407,94;0;5,8594;6,6406;87;87;63;59;477148;477464;0,296;407,94;0;5,0781;5,0781;82;82;59;56;476552;476951;0,324;407,88;0;5,0781;5,8594;83;83;58;59;588364;588813;0,356;407,92;0;7,4219;6,6406;86;86;56;57;477216;477584;0,356;407,93;0;5,8594;5,8594;87;88;61;59;15,72;15,72;2168,12;36,07
15.10.2024;10:53:09;39,54;0,3396;407,91;2168,13;0;0;36,07;46,319;19,91;198110;5,6402;-1,7159;-0,0961;476896;477298;0,368;407,89;0;5,0781;5,8594;89;88;58;59;588046;588574;0,369;407,94;0;5,8594;6,6406;87;87;62;60;477148;477468;0,294;407,93;0;5,0781;5,0781;82;82;57;56;476557;476948;0,325;407,88;0;5,0781;5,8594;83;83;57;59;588361;588823;0,362;407,91;0;7,4219;6,6406;86;86;57;59;477212;477592;0,362;407,93;0;5,8594;5,8594;87;88;58;60;15,805;15,805;2168,13;36,07
15.10.2024;10:53:10;39,64;0,3405;407,91;2168,14;0;0;36,07;46,3151;19,91;198385;-0,885;-2,4505;-0,1005;476893;477300;0,357;407,89;0;5,0781;5,8594;89;88;56;59;588041;588582;0,376;407,94;0;5,8594;6,6406;87;87;57;58;477143;477479;0,302;407,93;0;5,0781;5,0781;82;82;58;59;476560;476939;0,315;407,88;0;5,0781;5,8594;83;83;57;59;588364;588827;0,37;407,91;0;7,4219;6,6406;86;86;60;59;477208;477602;0,376;407,93;0;5,8594;5,8594;87;88;57;59;15,835;15,835;2168,14;36,07
15.10.2024;10:53:11;40,07;0,3443;407,91;2168,15;0;0;36,07;46,319;19,91;200727;-1,462;-0,8475;-0,0987;476888;477307;0,361;407,89;0;5,0781;5,8594;89;88;60;56;588043;588576;0,383;407,94;0;5,8594;6,6406;87;87;58;56;477143;477479;0,309;407,93;0;5,0781;5,0781;82;82;58;56;476557;476947;0,313;407,88;0;5,0781;5,8594;83;83;58;61;588362;588826;0,374;407,91;0;7,4219;6,6406;86;86;60;59;477215;477591;0,375;407,93;0;5,8594;5,8594;87;88;59;60;16,02;16,015;2168,15;36,07
15.10.2024;10:53:12;40,1;0,3445;407,91;2168,16;0;0;36,07;46,319;19,9;201056;4,1791;0,7605;-0,0866;476885;477307;0,374;407,89;0;5,0781;5,8594;89;88;58;58;588049;588568;0,376;407,94;0;5,8594;6,6406;87;87;58;60;477146;477473;0,31;407,93;0;5,0781;5,0781;82;82;60;61;476552;476952;0,324;407,88;0;5,0781;5,8594;83;83;59;58;588363;588818;0,368;407,91;0;7,4219;6,6406;86;86;57;58;477215;477592;0,36;407,93;0;5,8594;5,8594;87;88;58;60;16,055;16,055;2168,16;36,07
15.10.2024;10:53:13;39,83;0,3421;407,91;2168,17;0;0;36,07;46,3033;19,9;199855;6,8702;-2,1801;-0,1031;476886;477309;0,372;407,89;0;5,0781;5,8594;89;88;59;58;588046;588573;0,37;407,94;0;5,8594;6,6406;87;87;61;61;477154;477467;0,29;407,93;0;5,0781;5,0781;82;82;63;57;476552;476954;0,328;407,88;0;5,0781;5,8594;83;83;58;57;588367;588820;0,362;407,91;0;7,4219;6,6406;86;86;61;59;477216;477591;0,365;407,93;0;5,8594;5,8594;88;88;57;60;15,945;15,945;2168,17;36,07
15.10.2024;10:53:14;39,72;0,3412;407,91;2168,18;0;0;36,07;46,2955;19,9;198838;8,1164;-1,6068;-0,0979;476889;477315;0,374;407,89;0;5,0781;5,8594;89;88;56;58;588051;588570;0,376;407,94;0;5,8594;6,6406;87;87;57;57;477150;477471;0,291;407,93;0;5,0781;5,0781;82;81;59;55;476554;476956;0,332;407,88;0;5,0781;5,8594;83;83;56;61;588367;588819;0,364;407,91;0;7,4219;6,6406;86;86;59;57;477217;477590;0,362;407,93;0;5,8594;5,8594;87;88;57;56;15,86;15,855;2168,18;36,07
15.10.2024;10:53:15;39,78;0,3417;407,91;2168,2;0;0;36,07;46,3073;19,9;199417;6,8285;-1,4218;-0,0927;476894;477313;0,373;407,89;0;5,0781;5,8594;89;88;58;61;588048;588576;0,37;407,94;0;5,8594;6,6406;87;87;60;57;477154;477468;0,297;407,93;0;5,0781;5,0781;82;82;60;59;476562;476954;0,331;407,88;0;5,0781;5,8594;83;83;57;58;588371;588823;0,362;407,91;0;7,4219;6,6406;86;86;56;59;477216;477592;0,362;407,93;0;5,8594;5,8594;88;88;59;59;15,915;15,915;2168,2;36,07
15.10.2024;10:53:16;39,55;0,3397;407,91;2168,21;0;0;36,07;46,323;19,9;198324;3,1818;-2,2835;-0,1031;476894;477307;0,362;407,89;0;5,0781;5,8594;89;88;58;58;588051;588575;0,373;407,93;0;5,8594;6,6406;87;87;57;57;477157;477473;0,292;407,93;0;5,0781;5,0781;82;81;58;60;476563;476946;0,319;407,88;0;5,0781;5,8594;83;83;60;59;588367;588825;0,364;407,91;0;7,4219;6,6406;86;86;57;58;477213;477604;0,368;407,92;0;5,8594;5,8594;87;88;59;58;15,84;15,845;2168,21;36,07
15.10.2024;10:53:17;39,54;0,3396;407,91;2168,22;0;0;36,07;46,3151;19,9;198122;0,4471;-2,3742;-0,1134;476893;477301;0,362;407,89;0;5,0781;5,8594;89;88;60;58;588053;588575;0,371;407,93;0;5,8594;6,6406;87;87;60;57;477151;477480;0,295;407,93;0;5,0781;5,0781;82;82;59;55;476561;476942;0,312;407,88;0;5,0781;5,8594;83;83;58;61;588369;588826;0,365;407,91;0;7,4219;6,6406;86;86;59;59;477220;477600;0,376;407,92;0;5,8594;5,8594;87;88;59;60;15,785;15,79;2168,22;36,07
15.10.2024;10:53:18;39,4;0,3385;407,91;2168,23;0;0;36,07;46,3308;19,9;197702;0,1504;-0,0967;-0,0892;476895;477299;0,356;407,89;0;5,0781;5,8594;89;88;60;60;588052;588580;0,373;407,93;0;5,8594;6,6406;87;87;57;58;477156;477477;0,304;407,93;0;5,0781;5,0781;82;82;58;61;476561;476938;0,31;407,88;0;5,0781;5,8594;83;83;58;58;588372;588823;0,363;407,91;0;7,4219;6,6406;86;86;58;59;477221;477599;0,361;407,92;0;5,8594;5,8594;87;88;59;58;15,785;15,79;2168,23;36,07
15.10.2024;10:53:19;39,22;0,3369;407,91;2168,24;0;0;36,07;46,3033;19,9;196428;-2,3669;-1,8199;-0,1039;476898;477296;0,352;407,89;0;5,0781;5,8594;89;88;58;59;588055;588576;0,373;407,93;0;5,8594;6,6406;87;87;57;61;477153;477482;0,3;407,93;0;5,0781;5,0781;82;82;56;57;476562;476935;0,308;407,88;0;5,0781;5,8594;83;83;60;61;588375;588822;0,36;407,91;0;7,4219;6,6406;86;86;58;57;477214;477606;0,376;407,92;0;5,8594;5,8594;87;88;57;59;15,69;15,69;2168,24;36,07
15.10.2024;10:53:20;39,16;0,3364;407,91;2168,25;0;0;36,07;46,3033;19,9;196377;-2,9806;-3,0651;-0,0953;476897;477293;0,344;407,89;0;5,0781;5,8594;89;88;59;61;588050;588578;0,369;407,93;0;5,8594;6,6406;87;87;62;58;477155;477478;0,299;407,93;0;5,0781;5,0781;82;81;60;56;476562;476937;0,307;407,88;0;5,0781;5,8594;83;83;59;59;588369;588827;0,365;407,91;0;7,4219;6,6406;86;86;60;58;477218;477604;0,372;407,92;0;5,8594;5,8594;87;88;58;58;15,695;15,695;2168,25;36,07
15.10.2024;10:53:21;39,25;0,3371;407,91;2168,26;0;0;36,07;46,323;19,9;196462;-2,526;-1,7225;-0,1048;476892;477292;0,352;407,9;0;5,0781;5,8594;89;88;60;63;588052;588582;0,375;407,93;0;5,8594;6,6406;87;87;61;59;477159;477477;0,3;407,93;0;5,0781;5,0781;82;82;59;59;476566;476933;0,304;407,88;0;5,0781;5,8594;83;83;60;60;588372;588828;0,368;407,91;0;7,4219;6,6406;86;86;61;61;477220;477602;0,373;407,92;0;5,8594;5,8594;87;88;60;58;15,665;15,665;2168,26;36,07
15.10.2024;10:53:22;39,23;0,337;407,91;2168,27;0;0;36,07;46,319;19,9;196501;-1,3493;-1,534;-0,1065;476895;477297;0,353;407,89;0;5,0781;5,8594;89;88;56;59;588053;588577;0,378;407,93;0;5,8594;6,6406;87;87;61;57;477155;477475;0,296;407,93;0;5,0781;5,0781;82;82;60;56;476564;476941;0,305;407,88;0;5,0781;5,8594;83;83;59;59;588371;588828;0,367;407,91;0;7,4219;6,6406;86;86;58;60;477216;477605;0,371;407,92;0;5,8594;5,8594;87;88;56;61;15,695;15,695;2168,27;36,07
15.10.2024;10:53:23;39,32;0,3377;407,91;2168,28;0;0;36,07;46,323;19,9;197084;1,6591;-1,3449;-0,0996;476894;477304;0,36;407,89;0;5,0781;5,8594;89;88;59;58;588053;588577;0,37;407,93;0;5,8594;6,6406;87;87;60;60;477156;477478;0,297;407,93;0;5,0781;5,0781;82;81;62;59;476559;476946;0,314;407,88;0;5,0781;5,8594;83;83;59;57;588374;588825;0,361;407,91;0;7,4219;6,6406;86;86;60;58;477221;477599;0,366;407,92;0;5,8594;5,8594;87;88;59;59;15,715;15,715;2168,28;36,07
15.10.2024;10:53:24;39,32;0,3377;407,9;2168,3;0;0;36,07;46,3308;19,9;197199;0,6033;-2,4857;-0,0883;476892;477293;0,352;407,9;0;5,0781;5,8594;89;88;59;60;588058;588580;0,369;407,93;0;5,8594;6,6406;87;87;60;61;477157;477485;0,299;407,92;0;5,0781;5,0781;82;82;59;59;476567;476936;0,315;407,88;0;5,0781;5,8594;83;83;58;57;588370;588832;0,367;407,91;0;7,4219;6,6406;86;86;56;58;477223;477608;0,364;407,92;0;5,8594;5,8594;87;88;58;61;15,76;15,755;2168,3;36,07
15.10.2024;10:53:25;39,25;0,3371;407,9;2168,3;0;0;36,07;46,319;19,9;196834;-1,6418;-2,1073;-0,0979;476890;477297;0,352;407,89;0;5,0781;5,8594;89;88;57;58;588054;588579;0,369;407,93;0;5,8594;6,6406;87;87;59;55;477157;477488;0,301;407,92;0;5,0781;5,0781;82;82;58;62;476569;476934;0,307;407,88;0;5,0781;5,8594;83;83;59;58;588368;588832;0,368;407,91;0;7,4219;6,6406;86;86;60;56;477219;477613;0,369;407,92;0;5,8594;5,8594;87;88;58;60;15,7;15,7;2168,3;36,07
15.10.2024;10:53:26;39,55;0,3397;407,9;2168,32;0;0;36,07;46,3073;19,9;198302;-1,6153;-1,8078;-0,11;476888;477298;0,358;407,9;0;5,0781;5,8594;89;88;61;55;588051;588581;0,374;407,93;0;5,8594;6,6406;87;87;59;61;477154;477484;0,3;407,92;0;5,0781;5,0781;82;81;58;58;476563;476937;0,312;407,88;0;5,0781;5,8594;83;83;56;58;588379;588821;0,358;407,91;0;7,4219;6,6406;86;86;56;58;477218;477607;0,381;407,92;0;5,8594;5,8594;88;88;60;60;15,795;15,795;2168,32;36,07
15.10.2024;10:53:27;39,49;0,3392;407,91;2168,32;0;0;36,07;46,3151;19,9;198011;-1,909;-0,2882;-0,1065;476894;477301;0,359;407,89;0;5,0781;5,8594;89;88;58;60;588051;588579;0,375;407,93;0;5,8594;6,6406;87;87;63;61;477153;477483;0,304;407,93;0;5,0781;5,0781;82;82;59;59;476564;476938;0,309;407,88;0;5,0781;5,8594;83;83;60;58;588374;588825;0,355;407,91;0;7,4219;6,6406;86;86;58;56;477216;477609;0,377;407,92;0;5,8594;5,8594;88;88;58;58;15,835;15,83;2168,32;36,07
15.10.2024;10:53:28;39,57;0,3399;407,9;2168,34;0;0;36,07;46,319;19,9;198195;-1,7621;-3,4873;-0,0987;476899;477302;0,352;407,89;0;5,0781;5,8594;89;88;62;62;588057;588582;0,371;407,93;0;5,8594;6,6406;87;87;61;57;477155;477482;0,301;407,92;0;5,0781;5,0781;82;81;58;57;476563;476949;0,317;407,88;0;5,0781;5,8594;83;83;58;60;588379;588826;0,364;407,91;0;7,4219;6,6406;86;86;60;56;477220;477604;0,38;407,92;0;5,8594;5,8594;87;88;57;58;15,815;15,815;2168,34;36,07
15.10.2024;10:53:29;39,38;0,3382;407,91;2168,35;0;0;36,07;46,3269;19,9;197483;1,3575;-0,9615;-0,0823;476894;477305;0,354;407,89;0;5,0781;5,8594;89;88;59;60;588060;588580;0,374;407,93;0;5,8594;6,6406;87;87;60;63;477155;477476;0,302;407,93;0;5,0781;5,0781;82;82;59;57;476560;476949;0,318;407,88;0;5,0781;5,8594;83;83;59;59;588375;588832;0,361;407,91;0;7,4219;6,6406;86;86;58;59;477224;477597;0,361;407,92;0;5,8594;5,8594;87;88;59;59;15,765;15,77;2168,35;36,07
15.10.2024;10:53:30;39,43;0,3387;407,91;2168,36;0;0;36,07;46,3308;19,9;197513;1,6393;-1,7127;-0,1013;476895;477312;0,364;407,89;0;5,0781;5,8594;89;88;59;60;588056;588571;0,369;407,93;0;5,8594;6,6406;87;87;56;58;477155;477475;0,3;407,93;0;5,0781;5,0781;82;82;55;58;476566;476950;0,318;407,88;0;5,0781;5,8594;83;83;58;59;588373;588819;0,362;407,91;0;7,4219;6,6406;86;86;56;60;477217;477606;0,371;407,92;0;5,8594;5,8594;87;88;62;58;15,745;15,745;2168,36;36,07
15.10.2024;10:53:31;39,42;0,3386;407,91;2168,37;0;0;36,07;46,3033;19,9;197676;1,6296;-1,813;-0,1186;476895;477314;0,371;407,89;0;5,0781;5,8594;89;88;56;59;588063;588569;0,361;407,93;0;5,8594;6,6406;87;87;61;62;477154;477479;0,297;407,93;0;5,0781;5,0781;82;81;60;57;476568;476950;0,315;407,88;0;5,0781;5,8594;83;83;61;59;588381;588816;0,355;407,91;0;7,4219;6,6406;86;86;59;59;477208;477613;0,378;407,92;0;5,8594;5,8594;87;88;58;60;15,77;15,775;2168,37;36,07
15.10.2024;10:53:32;39,54;0,3396;407,9;2168,38;0;0;36,07;46,3112;19,9;197998;-0,2915;-2,9245;-0,1212;476893;477313;0,367;407,89;0;5,0781;5,8594;89;88;61;61;588055;588575;0,364;407,93;0;5,8594;6,6406;87;87;59;59;477160;477473;0,298;407,93;0;5,0781;5,0781;82;82;58;59;476566;476955;0,317;407,87;0;5,0781;5,8594;83;83;60;62;588374;588820;0,355;407,91;0;7,4219;6,6406;86;86;59;60;477215;477611;0,388;407,92;0;5,8594;5,8594;87;88;60;57;15,79;15,785;2168,38;36,07
15.10.2024;10:53:33;39,55;0,3397;407,9;2168,39;0;0;36,07;46,2994;19,9;198251;2,2388;-1,8095;-0,1117;476893;477315;0,366;407,89;0;5,0781;5,8594;89;88;57;60;588055;588579;0,371;407,93;0;5,8594;6,6406;87;87;58;61;477151;477478;0,294;407,93;0;5,0781;5,0781;82;82;59;62;476563;476959;0,319;407,87;0;5,0781;5,8594;83;83;60;59;588379;588816;0,355;407,91;0;7,4219;6,6406;86;86;57;57;477217;477600;0,376;407,92;0;5,8594;5,8594;87;88;55;60;15,835;15,835;2168,39;36,07
15.10.2024;10:53:34;39,6;0,3401;407,9;2168,4;0;0;36,07;46,3073;19,9;198272;7,9268;1,0587;-0,097;476888;477319;0,379;407,89;0;5,0781;5,8594;89;88;60;58;588056;588582;0,374;407,93;0;5,8594;6,6406;87;87;55;60;477160;477470;0,297;407,93;0;5,0781;5,0781;82;82;63;56;476564;476955;0,329;407,88;0;5,0781;5,8594;83;83;58;58;588382;588823;0,351;407,91;0;7,4219;6,6406;86;86;56;57;477228;477590;0,359;407,92;0;5,8594;5,8594;87;88;62;61;15,815;15,82;2168,4;36,07
15.10.2024;10:53:35;39,27;0,3374;407,9;2168,41;0;0;36,07;46,3112;19,9;196994;8,4243;1,3685;-0,1022;476893;477318;0,377;407,88;0;5,0781;5,8594;89;88;57;57;588064;588574;0,369;407,93;0;5,8594;6,6406;87;87;61;59;477157;477475;0,291;407,93;0;5,0781;5,0781;82;82;60;60;476566;476957;0,318;407,87;0;5,0781;5,8594;83;83;58;60;588381;588821;0,355;407,91;0;7,4219;6,6406;86;86;57;58;477225;477593;0,35;407,92;0;5,8594;5,8594;87;88;57;58;15,77;15,77;2168,41;36,07
15.10.2024;10:53:36;39,22;0,3369;407,9;2168,42;0;0;36,07;46,3033;19,9;196355;4,3873;-2,2879;-0,0961;476900;477311;0,366;407,88;0;5,0781;5,8594;89;88;58;59;588063;588579;0,363;407,93;0;5,8594;6,6406;87;87;61;60;477162;477472;0,296;407,93;0;5,0781;5,0781;82;81;59;61;476566;476957;0,324;407,87;0;5,0781;5,8594;83;83;59;56;588383;588831;0,36;407,9;0;7,4219;6,6406;86;86;59;57;477217;477604;0,365;407,92;0;5,8594;5,8594;87;88;61;57;15,675;15,675;2168,42;36,07
15.10.2024;10:53:37;39,27;0,3374;407,9;2168,44;0;0;36,07;46,3151;19,9;196810;-0,1495;-1,7225;-0,0927;476906;477298;0,353;407,89;0;5,0781;5,8594;89;88;58;63;588059;588590;0,374;407,93;0;5,8594;6,6406;87;87;58;56;477154;477481;0,3;407,93;0;5,0781;5,0781;82;82;60;55;476568;476953;0,315;407,87;0;5,0781;5,8594;83;83;60;59;588382;588835;0,361;407,9;0;7,4219;6,6406;86;86;59;58;477226;477599;0,369;407,92;0;5,8594;5,8594;87;88;59;58;15,7;15,7;2168,44;36,07
15.10.2024;10:53:38;39,29;0,3375;407,9;2168,45;0;0;36,07;46,3073;19,9;196921;0,4525;-2,1073;-0,0771;476901;477306;0,347;407,89;0;5,0781;5,8594;89;88;60;61;588065;588585;0,374;407,93;0;5,8594;6,6406;87;87;58;57;477154;477480;0,301;407,93;0;5,0781;5,0781;82;81;61;60;476566;476952;0,319;407,88;0;5,0781;5,8594;83;83;58;57;588381;588834;0,363;407,9;0;7,4219;6,6406;86;86;58;59;477222;477604;0,362;407,92;0;5,8594;5,8594;87;88;58;61;15,715;15,715;2168,45;36,07
15.10.2024;10:53:39;39,36;0,3381;407,9;2168,46;0;0;36,07;46,3073;19,9;197067;1,3433;-2,0952;-0,0909;476895;477313;0,359;407,89;0;5,0781;5,8594;89;88;59;59;588066;588580;0,367;407,93;0;5,8594;6,6406;87;87;61;58;477159;477483;0,302;407,92;0;5,0781;5,0781;82;81;58;59;476564;476953;0,32;407,88;0;5,0781;5,8594;83;83;58;62;588383;588829;0,362;407,9;0;7,4219;6,6406;86;86;59;55;477224;477609;0,368;407,92;0;5,8594;5,8594;87;88;61;60;15,745;15,745;2168,46;36,07
15.10.2024;10:53:40;39,35;0,338;407,9;2168,47;0;0;36,07;46,2955;19,9;197235;0,5935;-0,77;-0,1039;476897;477305;0,365;407,89;0;5,0781;5,8594;89;88;60;56;588062;588579;0,363;407,93;0;5,8594;6,6406;87;87;59;63;477158;477483;0,303;407,92;0;5,0781;5,0781;82;81;56;57;476563;476945;0,313;407,88;0;5,0781;5,8594;83;83;58;62;588383;588828;0,355;407,9;0;7,4219;6,6406;86;86;58;59;477224;477608;0,371;407,92;0;5,8594;5,8594;87;88;55;58;15,765;15,765;2168,47;36,07
15.10.2024;10:53:41;39,3;0,3376;407,9;2168,48;0;0;36,07;46,3073;19,9;196849;-1,6248;-0,6731;-0,084;476897;477305;0,352;407,89;0;5,0781;5,8594;89;88;57;59;588064;588588;0,372;407,93;0;5,8594;6,6406;87;87;59;60;477158;477488;0,309;407,92;0;5,0781;5,0781;82;81;60;61;476568;476944;0,314;407,88;0;5,0781;5,8594;83;83;60;58;588380;588839;0,358;407,9;0;7,4219;6,6406;86;86;61;59;477225;477610;0,368;407,92;0;5,8594;5,8594;87;88;59;57;15,695;15,695;2168,48;36,07
15.10.2024;10:53:42;39,52;0,3395;407,9;2168,49;0;0;36,07;46,3112;19,9;197886;-1,1869;-1,3333;-0,1039;476902;477308;0,359;407,88;0;5,0781;5,8594;89;88;59;57;588062;588596;0,374;407,92;0;5,8594;6,6406;87;87;56;57;477163;477483;0,303;407,92;0;5,0781;5,0781;82;81;59;60;476573;476951;0,307;407,87;0;5,0781;5,8594;83;83;58;59;588382;588845;0,372;407,9;0;7,4219;6,6406;86;86;59;61;477220;477612;0,371;407,92;0;5,8594;5,8594;87;88;58;58;15,785;15,78;2168,49;36,07
